"filename", "language", "PHP", "XML", "YAML", "CSS", "JavaScript", "JSON with Comments", "Markdown", "JSON", "SCSS", "comment", "blank", "total"
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\fixedcolumns\js\dataTables.fixedColumns.min.js", "JavaScript", 0, 0, 0, 0, 15, 0, 0, 0, 0, 4, 1, 20
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\fixedcolumns\js\fixedColumns.bootstrap4.js", "JavaScript", 0, 0, 0, 0, 30, 0, 0, 0, 0, 11, 3, 44
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\fixedcolumns\js\fixedColumns.bootstrap4.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\fixedheader\css\fixedHeader.bootstrap4.css", "CSS", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\fixedheader\css\fixedHeader.bootstrap4.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\fixedheader\js\dataTables.fixedHeader.js", "JavaScript", 0, 0, 0, 0, 663, 0, 0, 0, 0, 230, 149, 1042
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\fixedheader\js\dataTables.fixedHeader.min.js", "JavaScript", 0, 0, 0, 0, 28, 0, 0, 0, 0, 14, 1, 43
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\fixedheader\js\fixedHeader.bootstrap4.js", "JavaScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\fixedheader\js\fixedHeader.bootstrap4.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\jszip\jszip.js", "JavaScript", 0, 0, 0, 0, 6667, 0, 0, 0, 0, 3376, 1327, 11370
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\jszip\jszip.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 11, 1, 13
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\keytable\css\keyTable.bootstrap4.css", "CSS", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\keytable\css\keyTable.bootstrap4.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\keytable\js\dataTables.keyTable.js", "JavaScript", 0, 0, 0, 0, 815, 0, 0, 0, 0, 304, 231, 1350
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\keytable\js\dataTables.keyTable.min.js", "JavaScript", 0, 0, 0, 0, 33, 0, 0, 0, 0, 14, 1, 48
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\keytable\js\keyTable.bootstrap4.js", "JavaScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\keytable\js\keyTable.bootstrap4.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\pdfmake\pdfmake.js", "JavaScript", 0, 0, 0, 0, 56580, 0, 0, 0, 0, 8827, 14080, 79487
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\pdfmake\pdfmake.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 3
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\pdfmake\vfs_fonts.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\responsive\css\responsive.bootstrap4.css", "CSS", 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 2, 186
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\responsive\css\responsive.bootstrap4.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\responsive\js\dataTables.responsive.js", "JavaScript", 0, 0, 0, 0, 873, 0, 0, 0, 0, 388, 214, 1475
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\responsive\js\dataTables.responsive.min.js", "JavaScript", 0, 0, 0, 0, 34, 0, 0, 0, 0, 14, 1, 49
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\responsive\js\responsive.bootstrap4.js", "JavaScript", 0, 0, 0, 0, 67, 0, 0, 0, 0, 6, 13, 86
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\responsive\js\responsive.bootstrap4.min.js", "JavaScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 1, 13
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\rowgroup\css\rowGroup.bootstrap4.css", "CSS", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 7, 40
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\rowgroup\css\rowGroup.bootstrap4.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\rowgroup\js\dataTables.rowGroup.js", "JavaScript", 0, 0, 0, 0, 257, 0, 0, 0, 0, 145, 85, 487
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\rowgroup\js\dataTables.rowGroup.min.js", "JavaScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 1, 13
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\rowgroup\js\rowGroup.bootstrap4.js", "JavaScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\rowgroup\js\rowGroup.bootstrap4.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\rowreorder\css\rowReorder.bootstrap4.css", "CSS", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\rowreorder\css\rowReorder.bootstrap4.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\rowreorder\js\dataTables.rowReorder.js", "JavaScript", 0, 0, 0, 0, 434, 0, 0, 0, 0, 256, 131, 821
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\rowreorder\js\dataTables.rowReorder.min.js", "JavaScript", 0, 0, 0, 0, 15, 0, 0, 0, 0, 4, 1, 20
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\rowreorder\js\rowReorder.bootstrap4.js", "JavaScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\rowreorder\js\rowReorder.bootstrap4.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\scroller\css\scroller.bootstrap4.css", "CSS", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 2, 37
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\scroller\css\scroller.bootstrap4.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\scroller\js\dataTables.scroller.js", "JavaScript", 0, 0, 0, 0, 668, 0, 0, 0, 0, 451, 191, 1310
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\scroller\js\dataTables.scroller.min.js", "JavaScript", 0, 0, 0, 0, 30, 0, 0, 0, 0, 14, 1, 45
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\scroller\js\scroller.bootstrap4.js", "JavaScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\scroller\js\scroller.bootstrap4.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\select\css\select.bootstrap4.css", "CSS", 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 3, 125
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\select\css\select.bootstrap4.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\select\js\dataTables.select.js", "JavaScript", 0, 0, 0, 0, 792, 0, 0, 0, 0, 264, 210, 1266
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\select\js\dataTables.select.min.js", "JavaScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 14, 1, 41
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\select\js\select.bootstrap4.js", "JavaScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables-plugins\select\js\select.bootstrap4.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables\css\dataTables.bootstrap4.css", "CSS", 0, 0, 0, 297, 0, 0, 0, 0, 0, 0, 11, 308
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables\css\dataTables.bootstrap4.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables\js\dataTables.bootstrap4.js", "JavaScript", 0, 0, 0, 0, 131, 0, 0, 0, 0, 26, 28, 185
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables\js\dataTables.bootstrap4.min.js", "JavaScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 4, 1, 15
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables\js\jquery.dataTables.js", "JavaScript", 0, 0, 0, 0, 6474, 0, 0, 0, 0, 6872, 2000, 15346
"c:\xampp\htdocs\sistema-venta\public\vendor\datatables\js\jquery.dataTables.min.js", "JavaScript", 0, 0, 0, 0, 173, 0, 0, 0, 0, 14, 1, 188
"c:\xampp\htdocs\sistema-venta\public\vendor\daterangepicker\daterangepicker.css", "CSS", 0, 0, 0, 337, 0, 0, 0, 0, 0, 1, 73, 411
"c:\xampp\htdocs\sistema-venta\public\vendor\daterangepicker\daterangepicker.js", "JavaScript", 0, 0, 0, 0, 1170, 0, 0, 0, 0, 115, 294, 1579
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\css\all.css", "CSS", 0, 0, 0, 3110, 0, 0, 0, 0, 0, 6, 1501, 4617
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\css\all.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\css\brands.css", "CSS", 0, 0, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\css\brands.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\css\fontawesome.css", "CSS", 0, 0, 0, 3079, 0, 0, 0, 0, 0, 6, 1498, 4583
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\css\fontawesome.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\css\regular.css", "CSS", 0, 0, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\css\regular.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\css\solid.css", "CSS", 0, 0, 0, 11, 0, 0, 0, 0, 0, 4, 2, 17
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\css\solid.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\css\svg-with-js.css", "CSS", 0, 0, 0, 312, 0, 0, 0, 0, 0, 4, 56, 372
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\css\svg-with-js.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\css\v4-shims.css", "CSS", 0, 0, 0, 1556, 0, 0, 0, 0, 0, 4, 613, 2173
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\css\v4-shims.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\webfonts\fa-brands-400.svg", "XML", 0, 3717, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3718
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\webfonts\fa-regular-400.svg", "XML", 0, 801, 0, 0, 0, 0, 0, 0, 0, 0, 1, 802
"c:\xampp\htdocs\sistema-venta\public\vendor\fontawesome-free\webfonts\fa-solid-900.svg", "XML", 0, 5034, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5035
"c:\xampp\htdocs\sistema-venta\public\vendor\jquery\jquery.js", "JavaScript", 0, 0, 0, 0, 6895, 0, 0, 0, 0, 1911, 2076, 10882
"c:\xampp\htdocs\sistema-venta\public\vendor\jquery\jquery.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\af.js", "JavaScript", 0, 0, 0, 0, 73, 0, 0, 0, 0, 4, 6, 83
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\ar-dz.js", "JavaScript", 0, 0, 0, 0, 153, 0, 0, 0, 0, 8, 7, 168
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\ar-kw.js", "JavaScript", 0, 0, 0, 0, 56, 0, 0, 0, 0, 4, 6, 66
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\ar-ly.js", "JavaScript", 0, 0, 0, 0, 172, 0, 0, 0, 0, 4, 7, 183
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\ar-ma.js", "JavaScript", 0, 0, 0, 0, 56, 0, 0, 0, 0, 5, 6, 67
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\ar-sa.js", "JavaScript", 0, 0, 0, 0, 105, 0, 0, 0, 0, 4, 7, 116
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\ar-tn.js", "JavaScript", 0, 0, 0, 0, 56, 0, 0, 0, 0, 4, 6, 66
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\ar.js", "JavaScript", 0, 0, 0, 0, 188, 0, 0, 0, 0, 6, 7, 201
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\az.js", "JavaScript", 0, 0, 0, 0, 101, 0, 0, 0, 0, 5, 7, 113
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\be.js", "JavaScript", 0, 0, 0, 0, 140, 0, 0, 0, 0, 6, 7, 153
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\bg.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 4, 6, 99
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\bm.js", "JavaScript", 0, 0, 0, 0, 53, 0, 0, 0, 0, 4, 6, 63
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\bn-bd.js", "JavaScript", 0, 0, 0, 0, 127, 0, 0, 0, 0, 4, 9, 140
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\bn.js", "JavaScript", 0, 0, 0, 0, 119, 0, 0, 0, 0, 4, 7, 130
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\bo.js", "JavaScript", 0, 0, 0, 0, 123, 0, 0, 0, 0, 4, 7, 134
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\br.js", "JavaScript", 0, 0, 0, 0, 163, 0, 0, 0, 0, 4, 10, 177
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\bs.js", "JavaScript", 0, 0, 0, 0, 149, 0, 0, 0, 0, 5, 7, 161
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\ca.js", "JavaScript", 0, 0, 0, 0, 99, 0, 0, 0, 0, 4, 6, 109
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\cs.js", "JavaScript", 0, 0, 0, 0, 167, 0, 0, 0, 0, 8, 8, 183
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\cv.js", "JavaScript", 0, 0, 0, 0, 64, 0, 0, 0, 0, 4, 6, 74
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\cy.js", "JavaScript", 0, 0, 0, 0, 96, 0, 0, 0, 0, 7, 6, 109
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\da.js", "JavaScript", 0, 0, 0, 0, 55, 0, 0, 0, 0, 4, 6, 65
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\de-at.js", "JavaScript", 0, 0, 0, 0, 77, 0, 0, 0, 0, 7, 7, 91
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\de-ch.js", "JavaScript", 0, 0, 0, 0, 77, 0, 0, 0, 0, 4, 7, 88
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\de.js", "JavaScript", 0, 0, 0, 0, 77, 0, 0, 0, 0, 6, 7, 90
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\dv.js", "JavaScript", 0, 0, 0, 0, 91, 0, 0, 0, 0, 4, 7, 102
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\el.js", "JavaScript", 0, 0, 0, 0, 104, 0, 0, 0, 0, 5, 7, 116
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\en-SG.js", "JavaScript", 0, 0, 0, 0, 70, 0, 0, 0, 0, 4, 6, 80
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\en-au.js", "JavaScript", 0, 0, 0, 0, 70, 0, 0, 0, 0, 4, 6, 80
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\en-ca.js", "JavaScript", 0, 0, 0, 0, 66, 0, 0, 0, 0, 4, 6, 76
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\en-gb.js", "JavaScript", 0, 0, 0, 0, 70, 0, 0, 0, 0, 4, 6, 80
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\en-ie.js", "JavaScript", 0, 0, 0, 0, 70, 0, 0, 0, 0, 4, 6, 80
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\en-il.js", "JavaScript", 0, 0, 0, 0, 66, 0, 0, 0, 0, 4, 6, 76
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\en-in.js", "JavaScript", 0, 0, 0, 0, 70, 0, 0, 0, 0, 4, 6, 80
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\en-nz.js", "JavaScript", 0, 0, 0, 0, 70, 0, 0, 0, 0, 4, 6, 80
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\eo.js", "JavaScript", 0, 0, 0, 0, 67, 0, 0, 0, 0, 7, 6, 80
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\es-do.js", "JavaScript", 0, 0, 0, 0, 106, 0, 0, 0, 0, 3, 7, 116
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\es-mx.js", "JavaScript", 0, 0, 0, 0, 107, 0, 0, 0, 0, 4, 7, 118
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\es-us.js", "JavaScript", 0, 0, 0, 0, 106, 0, 0, 0, 0, 5, 7, 118
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\es.js", "JavaScript", 0, 0, 0, 0, 107, 0, 0, 0, 0, 4, 7, 118
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\et.js", "JavaScript", 0, 0, 0, 0, 78, 0, 0, 0, 0, 5, 7, 90
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\eu.js", "JavaScript", 0, 0, 0, 0, 65, 0, 0, 0, 0, 4, 6, 75
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\fa.js", "JavaScript", 0, 0, 0, 0, 111, 0, 0, 0, 0, 4, 7, 122
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\fi.js", "JavaScript", 0, 0, 0, 0, 122, 0, 0, 0, 0, 4, 7, 133
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\fil.js", "JavaScript", 0, 0, 0, 0, 59, 0, 0, 0, 0, 5, 6, 70
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\fo.js", "JavaScript", 0, 0, 0, 0, 57, 0, 0, 0, 0, 5, 6, 68
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\fr-ca.js", "JavaScript", 0, 0, 0, 0, 68, 0, 0, 0, 0, 6, 7, 81
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\fr-ch.js", "JavaScript", 0, 0, 0, 0, 72, 0, 0, 0, 0, 6, 7, 85
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\fr.js", "JavaScript", 0, 0, 0, 0, 98, 0, 0, 0, 0, 9, 9, 116
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\fy.js", "JavaScript", 0, 0, 0, 0, 78, 0, 0, 0, 0, 4, 7, 89
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\ga.js", "JavaScript", 0, 0, 0, 0, 96, 0, 0, 0, 0, 4, 7, 107
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\gd.js", "JavaScript", 0, 0, 0, 0, 96, 0, 0, 0, 0, 4, 7, 107
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\gl.js", "JavaScript", 0, 0, 0, 0, 76, 0, 0, 0, 0, 4, 6, 86
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\gom-deva.js", "JavaScript", 0, 0, 0, 0, 124, 0, 0, 0, 0, 5, 7, 136
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\gom-latn.js", "JavaScript", 0, 0, 0, 0, 124, 0, 0, 0, 0, 5, 7, 136
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\gu.js", "JavaScript", 0, 0, 0, 0, 120, 0, 0, 0, 0, 6, 7, 133
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\he.js", "JavaScript", 0, 0, 0, 0, 94, 0, 0, 0, 0, 6, 6, 106
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\hi.js", "JavaScript", 0, 0, 0, 0, 157, 0, 0, 0, 0, 6, 13, 176
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\hr.js", "JavaScript", 0, 0, 0, 0, 155, 0, 0, 0, 0, 4, 7, 166
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\hu.js", "JavaScript", 0, 0, 0, 0, 118, 0, 0, 0, 0, 5, 7, 130
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\hy-am.js", "JavaScript", 0, 0, 0, 0, 94, 0, 0, 0, 0, 4, 6, 104
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\id.js", "JavaScript", 0, 0, 0, 0, 77, 0, 0, 0, 0, 5, 6, 88
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\is.js", "JavaScript", 0, 0, 0, 0, 140, 0, 0, 0, 0, 4, 7, 151
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\it-ch.js", "JavaScript", 0, 0, 0, 0, 66, 0, 0, 0, 0, 4, 6, 76
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\it.js", "JavaScript", 0, 0, 0, 0, 106, 0, 0, 0, 0, 6, 6, 118
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\ja.js", "JavaScript", 0, 0, 0, 0, 150, 0, 0, 0, 0, 4, 6, 160
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\jv.js", "JavaScript", 0, 0, 0, 0, 77, 0, 0, 0, 0, 5, 6, 88
"c:\xampp\htdocs\sistema-venta\public\vendor\moment\locale\ka.js", "JavaScript", 0, 0, 0, 0, 94, 0, 0, 0, 0, 4, 6, 104
